intersection,street_1,street_2,zipcode,longitude,latitude
S ST LOUIS AVE & W 57TH ST,S ST LOUIS AVE,W 57TH ST,60629,-87.7108,41.78977
S ST LOUIS AVE & W 58TH PL,S ST LOUIS AVE,W 58TH PL,60629,-87.71073,41.78704
S ST LOUIS AVE & W 58TH ST,S ST LOUIS AVE,W 58TH ST,60629,-87.71075,41.78795
S ST LOUIS AVE & W 59TH PL,S ST LOUIS AVE,W 59TH PL,60629,-87.7106,41.78523
S ST LOUIS AVE & W 59TH ST,S ST LOUIS AVE,W 59TH ST,60629,-87.71067,41.78613
S ST LOUIS AVE & W 60TH PL,S ST LOUIS AVE,W 60TH PL,60629,-87.71055,41.78341
S ST LOUIS AVE & W 60TH ST,S ST LOUIS AVE,W 60TH ST,60629,-87.71058,41.78431
S ST LOUIS AVE & W 61ST PL,S ST LOUIS AVE,W 61ST PL,60629,-87.7105,41.78159
S ST LOUIS AVE & W 61ST ST,S ST LOUIS AVE,W 61ST ST,60629,-87.71052,41.7825
S ST LOUIS AVE & W 62ND PL,S ST LOUIS AVE,W 62ND PL,60629,-87.71044,41.77978
S ST LOUIS AVE & W 62ND ST,S ST LOUIS AVE,W 62ND ST,60629,-87.71047,41.78069
S ST LOUIS AVE & W 63RD PL,S ST LOUIS AVE,W 63RD PL,60629,-87.71039,41.77793
S ST LOUIS AVE & W 63RD ST,S ST LOUIS AVE,W 63RD ST,60629,-87.71041,41.77885
S ST LOUIS AVE & W 64TH PL,S ST LOUIS AVE,W 64TH PL,60629,-87.71034,41.77611
S ST LOUIS AVE & W 64TH ST,S ST LOUIS AVE,W 64TH ST,60629,-87.71036,41.77702
S ST LOUIS AVE & W 65TH PL,S ST LOUIS AVE,W 65TH PL,60629,-87.7103,41.7743
S ST LOUIS AVE & W 65TH ST,S ST LOUIS AVE,W 65TH ST,60629,-87.71032,41.77521
S ST LOUIS AVE & W 66TH PL,S ST LOUIS AVE,W 66TH PL,60629,-87.71026,41.77249
S ST LOUIS AVE & W 66TH ST,S ST LOUIS AVE,W 66TH ST,60629,-87.71028,41.7734
S ST LOUIS AVE & W 71ST PL,S ST LOUIS AVE,W 71ST PL,60629,-87.71012,41.76336
S ST LOUIS AVE & W 71ST ST,S ST LOUIS AVE,W 71ST ST,60629,-87.71015,41.76427
S ST LOUIS AVE & W 72ND PL,S ST LOUIS AVE,W 72ND PL,60629,-87.71007,41.76154
S ST LOUIS AVE & W 72ND ST,S ST LOUIS AVE,W 72ND ST,60629,-87.7101,41.76245
S ST LOUIS AVE & W 73RD PL,S ST LOUIS AVE,W 73RD PL,60629,-87.71001,41.75972
S ST LOUIS AVE & W 73RD ST,S ST LOUIS AVE,W 73RD ST,60629,-87.71004,41.76063
S ST LOUIS AVE & W 74TH ST,S ST LOUIS AVE,W 74TH ST,60629,-87.70999,41.7588
S ST LOUIS AVE & W 75TH PL,S ST LOUIS AVE,W 75TH PL,60652,-87.70991,41.75608
S ST LOUIS AVE & W 75TH ST,S ST LOUIS AVE,W 75TH ST,60652,-87.70993,41.75691
S ST LOUIS AVE & W 76TH PL,S ST LOUIS AVE,W 76TH PL,60652,-87.70987,41.75425
S ST LOUIS AVE & W 76TH ST,S ST LOUIS AVE,W 76TH ST,60652,-87.70988,41.75516
S ST LOUIS AVE & W 77TH PL,S ST LOUIS AVE,W 77TH PL,60652,-87.70979,41.75243
S ST LOUIS AVE & W 77TH ST,S ST LOUIS AVE,W 77TH ST,60652,-87.70983,41.75334
S ST LOUIS AVE & W 78TH PL,S ST LOUIS AVE,W 78TH PL,60652,-87.70974,41.7506
S ST LOUIS AVE & W 78TH ST,S ST LOUIS AVE,W 78TH ST,60652,-87.70976,41.75151
S ST LOUIS AVE & W 79TH PL,S ST LOUIS AVE,W 79TH PL,60652,-87.70969,41.74878
S ST LOUIS AVE & W 79TH ST,S ST LOUIS AVE,W 79TH ST,60652,-87.70971,41.74962
S ST LOUIS AVE & W 80TH PL,S ST LOUIS AVE,W 80TH PL,60652,-87.70963,41.74695
S ST LOUIS AVE & W 80TH ST,S ST LOUIS AVE,W 80TH ST,60652,-87.70966,41.74786
S ST LOUIS AVE & W 81ST PL,S ST LOUIS AVE,W 81ST PL,60652,-87.70957,41.74509
S ST LOUIS AVE & W 81ST ST,S ST LOUIS AVE,W 81ST ST,60652,-87.7096,41.74604
S ST LOUIS AVE & W 82ND PL,S ST LOUIS AVE,W 82ND PL,60652,-87.70953,41.7433
S ST LOUIS AVE & W 82ND ST,S ST LOUIS AVE,W 82ND ST,60652,-87.70901,41.74422
S ST LOUIS AVE & W 83RD PL,S ST LOUIS AVE,W 83RD PL,60652,-87.70948,41.74146
S ST LOUIS AVE & W 83RD ST,S ST LOUIS AVE,W 83RD ST,60652,-87.7095,41.74238
S ST LOUIS AVE & W 84TH PL,S ST LOUIS AVE,W 84TH PL,60652,-87.70942,41.73963
S ST LOUIS AVE & W 84TH ST,S ST LOUIS AVE,W 84TH ST,60652,-87.70945,41.74055
S ST LOUIS AVE & W 85TH ST,S ST LOUIS AVE,W 85TH ST,60652,-87.70939,41.73874
S ST LOUIS AVE & W ADAMS ST,S ST LOUIS AVE,W ADAMS ST,60624,-87.71352,41.8783
S ST LOUIS AVE & W ARTHINGTON ST,S ST LOUIS AVE,W ARTHINGTON ST,60624,-87.7131,41.86997
S ST LOUIS AVE & W CERMAK RD,S ST LOUIS AVE,W CERMAK RD,60623,-87.71235,41.85172
S ST LOUIS AVE & W COLUMBUS AVE,S ST LOUIS AVE,W COLUMBUS AVE,60652,-87.70957,41.74509
S ST LOUIS AVE & W CONGRESS PKWY,S ST LOUIS AVE,W CONGRESS PKWY,60624,-87.71293,41.87451
S ST LOUIS AVE & W DOUGLAS BLVD,S ST LOUIS AVE,W DOUGLAS BLVD,60623,-87.71288,41.86288
S ST LOUIS AVE & W FIFTH AVE,S ST LOUIS AVE,W FIFTH AVE,60624,-87.71345,41.87631
S ST LOUIS AVE & W FILLMORE ST,S ST LOUIS AVE,W FILLMORE ST,60624,-87.71304,41.86814
S ST LOUIS AVE & W FLOURNOY ST,S ST LOUIS AVE,W FLOURNOY ST,60624,-87.71318,41.87269
S ST LOUIS AVE & W GRENSHAW ST,S ST LOUIS AVE,W GRENSHAW ST,60624,-87.71301,41.86728
S ST LOUIS AVE & W HARRISON ST,S ST LOUIS AVE,W HARRISON ST,60624,-87.71322,41.8736
S ST LOUIS AVE & W JACKSON BLVD,S ST LOUIS AVE,W JACKSON BLVD,60624,-87.71349,41.87724
S ST LOUIS AVE & W LEXINGTON ST,S ST LOUIS AVE,W LEXINGTON ST,60624,-87.71316,41.87179
S ST LOUIS AVE & W MADISON ST,S ST LOUIS AVE,W MADISON ST,60624,-87.71361,41.88088
S ST LOUIS AVE & W MARQUETTE RD,S ST LOUIS AVE,W MARQUETTE RD,60629,-87.71024,41.77156
S ST LOUIS AVE & W MONROE ST,S ST LOUIS AVE,W MONROE ST,60624,-87.71356,41.87956
S ST LOUIS AVE & W NORMAN R BOBINS PL,S ST LOUIS AVE,W NORMAN R BOBINS PL,60632,-87.71092,41.79432
S ST LOUIS AVE & W OGDEN AVE,S ST LOUIS AVE,W OGDEN AVE,60623,-87.71247,41.85526
S ST LOUIS AVE & W PERSHING RD,S ST LOUIS AVE,W PERSHING RD,60632,-87.71176,41.82249
S ST LOUIS AVE & W POLK ST,S ST LOUIS AVE,W POLK ST,60624,-87.71313,41.87088
S ST LOUIS AVE & W ROOSEVELT RD,S ST LOUIS AVE,W ROOSEVELT RD,60624,-87.71298,41.86632
S ST LOUIS AVE & W VAN BUREN ST,S ST LOUIS AVE,W VAN BUREN ST,60624,-87.71296,41.87542
S STATE LINE RD & E 106TH ST,S STATE LINE RD,E 106TH ST,60617,-87.52453,41.70268
S STATE LINE RD & E 107TH ST,S STATE LINE RD,E 107TH ST,60617,-87.52454,41.70087
S STATE LINE RD & E 108TH ST,S STATE LINE RD,E 108TH ST,60617,-87.52458,41.69904
S STATE LINE RD & E 109TH ST,S STATE LINE RD,E 109TH ST,60617,-87.52462,41.69724
S STATE LINE RD & E 110TH ST,S STATE LINE RD,E 110TH ST,60617,-87.52464,41.69542
S STATE LINE RD & E 111TH ST,S STATE LINE RD,E 111TH ST,60617,-87.52465,41.69361
S STATE ST & E 100TH PL,S STATE ST,E 100TH PL,60628,-87.62361,41.71171
S STATE ST & E 100TH ST,S STATE ST,E 100TH ST,60628,-87.62363,41.71263
S STATE ST & E 101ST PL,S STATE ST,E 101ST PL,60628,-87.62358,41.70989
S STATE ST & E 101ST ST,S STATE ST,E 101ST ST,60628,-87.62359,41.71081
S STATE ST & E 102ND PL,S STATE ST,E 102ND PL,60628,-87.62354,41.70807
S STATE ST & E 102ND ST,S STATE ST,E 102ND ST,60628,-87.62356,41.70898
S STATE ST & E 103RD PL,S STATE ST,E 103RD PL,60628,-87.62349,41.70625
S STATE ST & E 103RD ST,S STATE ST,E 103RD ST,60628,-87.62352,41.70716
S STATE ST & E 104TH ST,S STATE ST,E 104TH ST,60628,-87.62347,41.70534
S STATE ST & E 105TH ST,S STATE ST,E 105TH ST,60628,-87.62342,41.70346
S STATE ST & E 107TH ST,S STATE ST,E 107TH ST,60628,-87.62331,41.69987
S STATE ST & E 108TH ST,S STATE ST,E 108TH ST,60628,-87.62326,41.69805
S STATE ST & E 109TH ST,S STATE ST,E 109TH ST,60628,-87.62321,41.69623
S STATE ST & E 110TH PL,S STATE ST,E 110TH PL,60628,-87.62314,41.69394
S STATE ST & E 110TH ST,S STATE ST,E 110TH ST,60628,-87.62316,41.6944
S STATE ST & E 111TH PL,S STATE ST,E 111TH PL,60628,-87.62308,41.69168
S STATE ST & E 111TH ST,S STATE ST,E 111TH ST,60628,-87.6231,41.69258
S STATE ST & E 112TH PL,S STATE ST,E 112TH PL,60628,-87.62302,41.68987
S STATE ST & E 112TH ST,S STATE ST,E 112TH ST,60628,-87.62305,41.69077
S STATE ST & E 113TH PL,S STATE ST,E 113TH PL,60628,-87.62297,41.68805
S STATE ST & E 113TH ST,S STATE ST,E 113TH ST,60628,-87.623,41.68896
S STATE ST & E 114TH PL,S STATE ST,E 114TH PL,60628,-87.62292,41.68623
S STATE ST & E 114TH ST,S STATE ST,E 114TH ST,60628,-87.62294,41.6871
S STATE ST & E 115TH ST,S STATE ST,E 115TH ST,60628,-87.62289,41.68532
S STATE ST & E 116TH ST,S STATE ST,E 116TH ST,60628,-87.6228,41.68254
S STATE ST & E 117TH ST,S STATE ST,E 117TH ST,60628,-87.62278,41.68164
S STATE ST & E 118TH PL,S STATE ST,E 118TH PL,60628,-87.62269,41.67893
S STATE ST & E 118TH ST,S STATE ST,E 118TH ST,60628,-87.62272,41.67985
S STATE ST & E 119TH PL,S STATE ST,E 119TH PL,60628,-87.62263,41.67711
S STATE ST & E 119TH ST,S STATE ST,E 119TH ST,60628,-87.62266,41.67803
S STATE ST & E 11TH ST,S STATE ST,E 11TH ST,60605,-87.62747,41.86924
S STATE ST & E 120TH PL,S STATE ST,E 120TH PL,60628,-87.62258,41.67529
S STATE ST & E 120TH ST,S STATE ST,E 120TH ST,60628,-87.62261,41.6762
S STATE ST & E 121ST PL,S STATE ST,E 121ST PL,60628,-87.62252,41.67347
S STATE ST & E 121ST ST,S STATE ST,E 121ST ST,60628,-87.62255,41.6743
S STATE ST & E 122ND PL,S STATE ST,E 122ND PL,60628,-87.62247,41.67164
S STATE ST & E 122ND ST,S STATE ST,E 122ND ST,60628,-87.6225,41.67256
S STATE ST & E 123RD ST,S STATE ST,E 123RD ST,60628,-87.62244,41.67073
S STATE ST & E 124TH PL,S STATE ST,E 124TH PL,60628,-87.62229,41.6677
S STATE ST & E 124TH ST,S STATE ST,E 124TH ST,60628,-87.62235,41.66892
S STATE ST & E 125TH PL,S STATE ST,E 125TH PL,60628,-87.62223,41.66635
S STATE ST & E 126TH ST,S STATE ST,E 126TH ST,60628,-87.62214,41.66446
S STATE ST & E 127TH ST,S STATE ST,E 127TH ST,60628,-87.62209,41.66345
S STATE ST & E 13TH ST,S STATE ST,E 13TH ST,60605,-87.62738,41.86574
S STATE ST & E 14TH PL,S STATE ST,E 14TH PL,60605,-87.62731,41.86241
S STATE ST & E 14TH ST,S STATE ST,E 14TH ST,60605,-87.62734,41.86405
S STATE ST & E 16TH ST,S STATE ST,E 16TH ST,60616,-87.62726,41.86018
S STATE ST & E 18TH ST,S STATE ST,E 18TH ST,60616,-87.6272,41.85781
S STATE ST & E 21ST ST,S STATE ST,E 21ST ST,60616,-87.62711,41.85425
S STATE ST & E 23RD ST,S STATE ST,E 23RD ST,60616,-87.62704,41.85107
S STATE ST & E 24TH PL,S STATE ST,E 24TH PL,60616,-87.62691,41.84768
S STATE ST & E 24TH ST,S STATE ST,E 24TH ST,60616,-87.627,41.84924
S STATE ST & E 26TH ST,S STATE ST,E 26TH ST,60616,-87.62676,41.84559
S STATE ST & E 28TH ST,S STATE ST,E 28TH ST,60616,-87.6267,41.84334
S STATE ST & E 29TH ST,S STATE ST,E 29TH ST,60616,-87.62666,41.84195
S STATE ST & E 30TH ST,S STATE ST,E 30TH ST,60616,-87.62661,41.83955
S STATE ST & E 31ST ST,S STATE ST,E 31ST ST,60616,-87.62658,41.8383
S STATE ST & E 33RD ST,S STATE ST,E 33RD ST,60616,-87.6265,41.83467
S STATE ST & E 34TH ST,S STATE ST,E 34TH ST,60616,-87.62644,41.83284
S STATE ST & E 35TH ST,S STATE ST,E 35TH ST,,-87.62648,41.83102
S STATE ST & E 36TH PL,S STATE ST,E 36TH PL,60609,-87.62651,41.82872
S STATE ST & E 36TH ST,S STATE ST,E 36TH ST,60653,-87.62653,41.82957
S STATE ST & E 37TH PL,S STATE ST,E 37TH PL,60653,-87.62645,41.82646
S STATE ST & E 37TH ST,S STATE ST,E 37TH ST,60653,-87.62648,41.82736
S STATE ST & E 38TH ST,S STATE ST,E 38TH ST,60609,-87.62643,41.82554
S STATE ST & E 40TH ST,S STATE ST,E 40TH ST,60609,-87.6264,41.82195
S STATE ST & E 41ST ST,S STATE ST,E 41ST ST,60653,-87.62636,41.82011
S STATE ST & E 42ND ST,S STATE ST,E 42ND ST,60609,-87.62632,41.8183
S STATE ST & E 43RD ST,S STATE ST,E 43RD ST,60653,-87.62627,41.81649
S STATE ST & E 44TH ST,S STATE ST,E 44TH ST,60609,-87.62623,41.81469
S STATE ST & E 45TH ST,S STATE ST,E 45TH ST,60609,-87.62618,41.81306
S STATE ST & E 46TH ST,S STATE ST,E 46TH ST,60609,-87.62613,41.81105
S STATE ST & E 47TH ST,S STATE ST,E 47TH ST,60653,-87.62609,41.80924
S STATE ST & E 48TH ST,S STATE ST,E 48TH ST,60609,-87.62603,41.80742
S STATE ST & E 49TH ST,S STATE ST,E 49TH ST,60615,-87.62598,41.80556
S STATE ST & E 51ST ST,S STATE ST,E 51ST ST,60615,-87.62589,41.80195
S STATE ST & E 53RD ST,S STATE ST,E 53RD ST,60609,-87.62579,41.79811
S STATE ST & E 54TH ST,S STATE ST,E 54TH ST,60609,-87.62575,41.79647
S STATE ST & E 56TH ST,S STATE ST,E 56TH ST,60621,-87.62565,41.79284
S STATE ST & E 57TH ST,S STATE ST,E 57TH ST,60637,-87.62561,41.791
S STATE ST & E 58TH ST,S STATE ST,E 58TH ST,60621,-87.62556,41.78919
S STATE ST & E 59TH ST,S STATE ST,E 59TH ST,60621,-87.62551,41.78736
S STATE ST & E 60TH ST,S STATE ST,E 60TH ST,60637,-87.62547,41.78554
S STATE ST & E 61ST ST,S STATE ST,E 61ST ST,60637,-87.62542,41.78371
S STATE ST & E 63RD ST,S STATE ST,E 63RD ST,60637,-87.62537,41.78006
S STATE ST & E 66TH PL,S STATE ST,E 66TH PL,60637,-87.62516,41.77407
S STATE ST & E 66TH ST,S STATE ST,E 66TH ST,60637,-87.62517,41.77459
S STATE ST & E 68TH ST,S STATE ST,E 68TH ST,60637,-87.62508,41.77097
S STATE ST & E 69TH ST,S STATE ST,E 69TH ST,60637,-87.62494,41.76919
S STATE ST & E 70TH ST,S STATE ST,E 70TH ST,60637,-87.62491,41.76733
S STATE ST & E 71ST ST,S STATE ST,E 71ST ST,60619,-87.62491,41.76545
S STATE ST & E 72ND ST,S STATE ST,E 72ND ST,60619,-87.62487,41.76369
S STATE ST & E 73RD ST,S STATE ST,E 73RD ST,60619,-87.62483,41.76187
S STATE ST & E 74TH ST,S STATE ST,E 74TH ST,60619,-87.6248,41.76005
S STATE ST & E 75TH ST,S STATE ST,E 75TH ST,60619,-87.62476,41.75818
S STATE ST & E 76TH ST,S STATE ST,E 76TH ST,60619,-87.62472,41.75644
S STATE ST & E 77TH ST,S STATE ST,E 77TH ST,60619,-87.62464,41.75459
S STATE ST & E 78TH ST,S STATE ST,E 78TH ST,60619,-87.62461,41.75277
S STATE ST & E 79TH ST,S STATE ST,E 79TH ST,60619,-87.62455,41.75096
S STATE ST & E 80TH ST,S STATE ST,E 80TH ST,60619,-87.62448,41.74912
S STATE ST & E 81ST ST,S STATE ST,E 81ST ST,60619,-87.62443,41.7473
S STATE ST & E 82ND ST,S STATE ST,E 82ND ST,60619,-87.62438,41.74548
S STATE ST & E 83RD ST,S STATE ST,E 83RD ST,60619,-87.62433,41.74366
S STATE ST & E 84TH ST,S STATE ST,E 84TH ST,60619,-87.62428,41.74183
S STATE ST & E 85TH ST,S STATE ST,E 85TH ST,60619,-87.62423,41.74001
S STATE ST & E 86TH ST,S STATE ST,E 86TH ST,60619,-87.62419,41.73819
S STATE ST & E 87TH ST,S STATE ST,E 87TH ST,60619,-87.62416,41.7363
S STATE ST & E 88TH ST,S STATE ST,E 88TH ST,60619,-87.62412,41.73453
S STATE ST & E 89TH PL,S STATE ST,E 89TH PL,60619,-87.62401,41.73176
S STATE ST & E 89TH ST,S STATE ST,E 89TH ST,60619,-87.62404,41.73269
S STATE ST & E 8TH ST,S STATE ST,E 8TH ST,60605,-87.62753,41.87181
S STATE ST & E 90TH ST,S STATE ST,E 90TH ST,60619,-87.62404,41.73094
S STATE ST & E 91ST ST,S STATE ST,E 91ST ST,60619,-87.62394,41.72904
S STATE ST & E 92ND ST,S STATE ST,E 92ND ST,60619,-87.62388,41.72721
S STATE ST & E 93RD ST,S STATE ST,E 93RD ST,60619,-87.62383,41.72539
S STATE ST & E 94TH ST,S STATE ST,E 94TH ST,60619,-87.62378,41.72356
S STATE ST & E 95TH ST,S STATE ST,E 95TH ST,60628,-87.62373,41.72167
S STATE ST & E 99TH PL,S STATE ST,E 99TH PL,60628,-87.62366,41.71354
S STATE ST & E 9TH ST,S STATE ST,E 9TH ST,60605,-87.62749,41.87053
S STATE ST & E ADAMS ST,S STATE ST,E ADAMS ST,60603,-87.62771,41.87946
S STATE ST & E BALBO AVE,S STATE ST,E BALBO AVE,60605,-87.62757,41.87309
S STATE ST & E BRAYTON ST,S STATE ST,E BRAYTON ST,60628,-87.62218,41.66542
S STATE ST & E CERMAK RD,S STATE ST,E CERMAK RD,60616,-87.62709,41.85287
S STATE ST & E CONGRESS PKWY,S STATE ST,E CONGRESS PKWY,60605,-87.62762,41.87564
S STATE ST & E CULLERTON ST,S STATE ST,E CULLERTON ST,60616,-87.62715,41.85545
S STATE ST & E GARFIELD BLVD,S STATE ST,E GARFIELD BLVD,60637,-87.62569,41.7943
S STATE ST & E HARRISON ST,S STATE ST,E HARRISON ST,60605,-87.62761,41.87437
S STATE ST & E JACKSON BLVD,S STATE ST,E JACKSON BLVD,60604,-87.62768,41.87818
S STATE ST & E MADISON ST,S STATE ST,E MADISON ST,60602,-87.62781,41.88204
S STATE ST & E MARQUETTE RD,S STATE ST,E MARQUETTE RD,60637,-87.62513,41.77272
S STATE ST & E MONROE ST,S STATE ST,E MONROE ST,60603,-87.62773,41.88074
S STATE ST & E PERSHING RD,S STATE ST,E PERSHING RD,60609,-87.62642,41.82371
S STATE ST & E ROOSEVELT RD,S STATE ST,E ROOSEVELT RD,60605,-87.62742,41.86741
S STATE ST & E STEVENSON STATE ST ER,S STATE ST,E STEVENSON STATE ST ER,60616,-87.62688,41.84676
S STATE ST & E VAN BUREN ST,S STATE ST,E VAN BUREN ST,60605,-87.62765,41.87693
S STATE ST & S WABASH AVE,S STATE ST,S WABASH AVE,60628,-87.62276,41.71692
S STATE ST & W 100TH ST,S STATE ST,W 100TH ST,60628,-87.62363,41.71263
S STATE ST & W 101ST ST,S STATE ST,W 101ST ST,60628,-87.62359,41.71081
S STATE ST & W 102ND ST,S STATE ST,W 102ND ST,60628,-87.62356,41.70898
S STATE ST & W 103RD PL,S STATE ST,W 103RD PL,60628,-87.62349,41.70625
S STATE ST & W 103RD ST,S STATE ST,W 103RD ST,60628,-87.62352,41.70716
S STATE ST & W 104TH PL,S STATE ST,W 104TH PL,60628,-87.62344,41.70443
S STATE ST & W 104TH ST,S STATE ST,W 104TH ST,60628,-87.62347,41.70534
S STATE ST & W 105TH ST,S STATE ST,W 105TH ST,60628,-87.62342,41.70352
S STATE ST & W 106TH PL,S STATE ST,W 106TH PL,60628,-87.62334,41.70078
S STATE ST & W 107TH ST,S STATE ST,W 107TH ST,60628,-87.62331,41.69987
S STATE ST & W 108TH PL,S STATE ST,W 108TH PL,60628,-87.62323,41.69714
S STATE ST & W 108TH ST,S STATE ST,W 108TH ST,60628,-87.62326,41.69805
S STATE ST & W 109TH PL,S STATE ST,W 109TH PL,60628,-87.62318,41.69532
S STATE ST & W 109TH ST,S STATE ST,W 109TH ST,60628,-87.62321,41.69623
S STATE ST & W 110TH PL,S STATE ST,W 110TH PL,60628,-87.62313,41.6935
S STATE ST & W 110TH ST,S STATE ST,W 110TH ST,60628,-87.62316,41.6944
S STATE ST & W 111TH PL,S STATE ST,W 111TH PL,60628,-87.62308,41.69168
S STATE ST & W 111TH ST,S STATE ST,W 111TH ST,60628,-87.6231,41.69258
S STATE ST & W 112TH PL,S STATE ST,W 112TH PL,60628,-87.62302,41.68987
S STATE ST & W 112TH ST,S STATE ST,W 112TH ST,60628,-87.62305,41.69077
S STATE ST & W 113TH PL,S STATE ST,W 113TH PL,60628,-87.62297,41.68805
S STATE ST & W 113TH ST,S STATE ST,W 113TH ST,60628,-87.623,41.68896
S STATE ST & W 114TH PL,S STATE ST,W 114TH PL,60628,-87.62292,41.68623
S STATE ST & W 114TH ST,S STATE ST,W 114TH ST,60628,-87.62294,41.6871
S STATE ST & W 115TH ST,S STATE ST,W 115TH ST,60628,-87.62289,41.68532
S STATE ST & W 116TH ST,S STATE ST,W 116TH ST,60628,-87.6228,41.68254
S STATE ST & W 118TH ST,S STATE ST,W 118TH ST,60628,-87.62272,41.67985
S STATE ST & W 119TH ST,S STATE ST,W 119TH ST,60628,-87.62266,41.67803
S STATE ST & W 120TH ST,S STATE ST,W 120TH ST,60628,-87.62261,41.6762
S STATE ST & W 121ST ST,S STATE ST,W 121ST ST,60628,-87.62255,41.67448
S STATE ST & W 122ND ST,S STATE ST,W 122ND ST,60628,-87.6225,41.67256
S STATE ST & W 123RD ST,S STATE ST,W 123RD ST,60628,-87.62244,41.67073
S STATE ST & W 124TH ST,S STATE ST,W 124TH ST,60628,-87.62235,41.66892
S STATE ST & W 125TH PL,S STATE ST,W 125TH PL,60628,-87.62223,41.66635
S STATE ST & W 125TH ST,S STATE ST,W 125TH ST,60628,-87.62227,41.66711
S STATE ST & W 127TH ST,S STATE ST,W 127TH ST,60628,-87.6221,41.66365
S STATE ST & W 14TH ST,S STATE ST,W 14TH ST,60605,-87.62734,41.86405
S STATE ST & W 15TH ST,S STATE ST,W 15TH ST,60605,-87.62729,41.86195
S STATE ST & W 16TH ST,S STATE ST,W 16TH ST,60616,-87.62726,41.86018
S STATE ST & W 17TH ST,S STATE ST,W 17TH ST,60616,-87.62723,41.859
S STATE ST & W 18TH ST,S STATE ST,W 18TH ST,60616,-87.6272,41.85781
S STATE ST & W 23RD ST,S STATE ST,W 23RD ST,60616,-87.62704,41.85107
S STATE ST & W 25TH ST,S STATE ST,W 25TH ST,60616,-87.6269,41.84744
S STATE ST & W 26TH ST,S STATE ST,W 26TH ST,60616,-87.62696,41.84559
S STATE ST & W 27TH ST,S STATE ST,W 27TH ST,60616,-87.62693,41.84432
S STATE ST & W 29TH ST,S STATE ST,W 29TH ST,60616,-87.62666,41.84195
S STATE ST & W 30TH ST,S STATE ST,W 30TH ST,60616,-87.62681,41.83955
S STATE ST & W 31ST ST,S STATE ST,W 31ST ST,60616,-87.62677,41.8383
S STATE ST & W 33RD ST,S STATE ST,W 33RD ST,60616,-87.62669,41.83467
S STATE ST & W 34TH ST,S STATE ST,W 34TH ST,60616,-87.62666,41.83283
S STATE ST & W 35TH PL,S STATE ST,W 35TH PL,60609,-87.62661,41.82996
S STATE ST & W 35TH ST,S STATE ST,W 35TH ST,60609,-87.62664,41.83101
S STATE ST & W 36TH ST,S STATE ST,W 36TH ST,60609,-87.62652,41.82918
S STATE ST & W 37TH ST,S STATE ST,W 37TH ST,60609,-87.62648,41.82736
S STATE ST & W 40TH ST,S STATE ST,W 40TH ST,60609,-87.6264,41.82181
S STATE ST & W 43RD ST,S STATE ST,W 43RD ST,60609,-87.62627,41.81649
S STATE ST & W 44TH ST,S STATE ST,W 44TH ST,60609,-87.62623,41.81469
S STATE ST & W 45TH ST,S STATE ST,W 45TH ST,60609,-87.62618,41.81306
S STATE ST & W 47TH ST,S STATE ST,W 47TH ST,60609,-87.62609,41.80924
S STATE ST & W 51ST ST,S STATE ST,W 51ST ST,60609,-87.62589,41.80195
S STATE ST & W 57TH PL,S STATE ST,W 57TH PL,60621,-87.62558,41.78999
S STATE ST & W 57TH ST,S STATE ST,W 57TH ST,60621,-87.62561,41.791
S STATE ST & W 59TH ST,S STATE ST,W 59TH ST,60621,-87.62551,41.78736
S STATE ST & W 60TH ST,S STATE ST,W 60TH ST,60621,-87.62547,41.78554
S STATE ST & W 61ST ST,S STATE ST,W 61ST ST,60621,-87.6254,41.78321
S STATE ST & W 63RD ST,S STATE ST,W 63RD ST,60621,-87.62537,41.78006
S STATE ST & W 64TH ST,S STATE ST,W 64TH ST,60621,-87.6253,41.77765
S STATE ST & W 65TH ST,S STATE ST,W 65TH ST,60637,-87.62522,41.77643
S STATE ST & W 69TH ST,S STATE ST,W 69TH ST,60637,-87.62494,41.76919
S STATE ST & W 71ST ST,S STATE ST,W 71ST ST,60619,-87.62491,41.76545
S STATE ST & W 75TH ST,S STATE ST,W 75TH ST,60619,-87.62476,41.75818
S STATE ST & W 76TH ST,S STATE ST,W 76TH ST,60619,-87.62472,41.75644
S STATE ST & W 79TH ST,S STATE ST,W 79TH ST,60619,-87.62455,41.75096
S STATE ST & W 83RD ST,S STATE ST,W 83RD ST,60619,-87.62433,41.74366
S STATE ST & W 87TH ST,S STATE ST,W 87TH ST,60620,-87.62416,41.7363
S STATE ST & W 91ST ST,S STATE ST,W 91ST ST,60620,-87.62394,41.72904
S STATE ST & W 95TH ST,S STATE ST,W 95TH ST,60628,-87.62373,41.72167
S STATE ST & W 99TH ST,S STATE ST,W 99TH ST,60628,-87.62356,41.71433
S STATE ST & W 9TH ST,S STATE ST,W 9TH ST,60605,-87.62749,41.87053
S STATE ST & W ADAMS ST,S STATE ST,W ADAMS ST,60603,-87.62771,41.87946
S STATE ST & W BRAYTON ST,S STATE ST,W BRAYTON ST,60628,-87.62218,41.66542
S STATE ST & W CERMAK RD,S STATE ST,W CERMAK RD,60616,-87.62709,41.85287
S STATE ST & W CONGRESS PKWY,S STATE ST,W CONGRESS PKWY,60605,-87.62762,41.87564
S STATE ST & W CTA 95TH ST LN,S STATE ST,W CTA 95TH ST LN,60619,-87.62378,41.72277
S STATE ST & W CULLERTON ST,S STATE ST,W CULLERTON ST,60616,-87.62715,41.85545
