intersection,street_1,street_2,zipcode,longitude,latitude
N ASTOR ST & E DIVISION ST,N ASTOR ST,E DIVISION ST,60610,-87.62686,41.90397
N ASTOR ST & E GOETHE ST,N ASTOR ST,E GOETHE ST,60610,-87.62731,41.90583
N ASTOR ST & E NORTH AVE,N ASTOR ST,E NORTH AVE,60610,-87.62766,41.91124
N ASTOR ST & E SCHILLER ST,N ASTOR ST,E SCHILLER ST,60610,-87.62756,41.90782
N ASTOR ST & E SCOTT ST,N ASTOR ST,E SCOTT ST,60610,-87.62708,41.90488
N AUSTIN AV JFK XR & N AVONDALE AVE,N AUSTIN AV JFK XR,N AVONDALE AVE,60630,-87.78,41.97967
N AUSTIN AVE & N ELSTON AVE,N AUSTIN AVE,N ELSTON AVE,60646,-87.7779,41.98996
N AUSTIN AVE & N MILWAUKEE AVE,N AUSTIN AVE,N MILWAUKEE AVE,60646,-87.77796,41.98686
N AUSTIN AVE & N NORTHWEST HWY,N AUSTIN AVE,N NORTHWEST HWY,60630,-87.77809,41.98059
N AUSTIN AVE & W ADDISON ST,N AUSTIN AVE,W ADDISON ST,60634,-87.7765,41.94577
N AUSTIN AVE & W ALTGELD ST,N AUSTIN AVE,W ALTGELD ST,60639,-87.77578,41.92565
N AUSTIN AVE & W ARDMORE AVE,N AUSTIN AVE,W ARDMORE AVE,60646,-87.77796,41.98656
N AUSTIN AVE & W ARGYLE ST,N AUSTIN AVE,W ARGYLE ST,60630,-87.77825,41.9721
N AUSTIN AVE & W BARRY AVE,N AUSTIN AVE,W BARRY AVE,60634,-87.77615,41.93662
N AUSTIN AVE & W BELDEN AVE,N AUSTIN AVE,W BELDEN AVE,60639,-87.77565,41.92201
N AUSTIN AVE & W BELLE PLAINE AVE,N AUSTIN AVE,W BELLE PLAINE AVE,60634,-87.77684,41.95488
N AUSTIN AVE & W BELMONT AVE,N AUSTIN AVE,W BELMONT AVE,60634,-87.77621,41.93845
N AUSTIN AVE & W BERENICE AVE,N AUSTIN AVE,W BERENICE AVE,60634,-87.77668,41.95031
N AUSTIN AVE & W BERTEAU AVE,N AUSTIN AVE,W BERTEAU AVE,60634,-87.7769,41.9567
N AUSTIN AVE & W BERWYN AVE,N AUSTIN AVE,W BERWYN AVE,60630,-87.77814,41.97748
N AUSTIN AVE & W BLOOMINGDALE AVE,N AUSTIN AVE,W BLOOMINGDALE AVE,60639,-87.77534,41.9129
N AUSTIN AVE & W BRYN MAWR AVE,N AUSTIN AVE,W BRYN MAWR AVE,60646,-87.77804,41.9829
N AUSTIN AVE & W BYRON ST,N AUSTIN AVE,W BYRON ST,60634,-87.77671,41.95121
N AUSTIN AVE & W CARMEN AVE,N AUSTIN AVE,W CARMEN AVE,60630,-87.77822,41.97393
N AUSTIN AVE & W CORNELIA AVE,N AUSTIN AVE,W CORNELIA AVE,60634,-87.77643,41.94394
N AUSTIN AVE & W CORTLAND ST,N AUSTIN AVE,W CORTLAND ST,60639,-87.77539,41.91424
N AUSTIN AVE & W CULLOM AVE,N AUSTIN AVE,W CULLOM AVE,60634,-87.77696,41.95853
N AUSTIN AVE & W DAKIN ST,N AUSTIN AVE,W DAKIN ST,60634,-87.77674,41.95211
N AUSTIN AVE & W DICKENS AVE,N AUSTIN AVE,W DICKENS AVE,60639,-87.77552,41.91791
N AUSTIN AVE & W DIVERSEY AVE,N AUSTIN AVE,W DIVERSEY AVE,60634,-87.77597,41.93114
N AUSTIN AVE & W EASTWOOD AVE,N AUSTIN AVE,W EASTWOOD AVE,60630,-87.77717,41.96492
N AUSTIN AVE & W EDDY ST,N AUSTIN AVE,W EDDY ST,60634,-87.77646,41.94486
N AUSTIN AVE & W FLETCHER ST,N AUSTIN AVE,W FLETCHER ST,60634,-87.77618,41.93754
N AUSTIN AVE & W FOSTER AVE,N AUSTIN AVE,W FOSTER AVE,60630,-87.77818,41.97567
N AUSTIN AVE & W FULLERTON AVE,N AUSTIN AVE,W FULLERTON AVE,60639,-87.77572,41.92383
N AUSTIN AVE & W GEORGE ST,N AUSTIN AVE,W GEORGE ST,60634,-87.77603,41.93296
N AUSTIN AVE & W GIDDINGS ST,N AUSTIN AVE,W GIDDINGS ST,60630,-87.77723,41.96667
N AUSTIN AVE & W GRACE ST,N AUSTIN AVE,W GRACE ST,60634,-87.77664,41.94941
N AUSTIN AVE & W GRAND AVE,N AUSTIN AVE,W GRAND AVE,60639,-87.7756,41.92056
N AUSTIN AVE & W GUNNISON ST,N AUSTIN AVE,W GUNNISON ST,60630,-87.77823,41.96853
N AUSTIN AVE & W HENDERSON ST,N AUSTIN AVE,W HENDERSON ST,60634,-87.77632,41.94119
N AUSTIN AVE & W HIGGINS AVE,N AUSTIN AVE,W HIGGINS AVE,60630,-87.77823,41.97317
N AUSTIN AVE & W IRVING PARK RD,N AUSTIN AVE,W IRVING PARK RD,60634,-87.77677,41.95306
N AUSTIN AVE & W LAWRENCE AVE,N AUSTIN AVE,W LAWRENCE AVE,60630,-87.77727,41.96765
N AUSTIN AVE & W LELAND AVE,N AUSTIN AVE,W LELAND AVE,60630,-87.7772,41.96583
N AUSTIN AVE & W MATSON AVE,N AUSTIN AVE,W MATSON AVE,60646,-87.77785,41.99291
N AUSTIN AVE & W MELROSE ST,N AUSTIN AVE,W MELROSE ST,60634,-87.77625,41.93936
N AUSTIN AVE & W MIAMI AVE,N AUSTIN AVE,W MIAMI AVE,60646,-87.77787,41.9917
N AUSTIN AVE & W MONTROSE AVE,N AUSTIN AVE,W MONTROSE AVE,60630,-87.77702,41.96035
N AUSTIN AVE & W NELSON ST,N AUSTIN AVE,W NELSON ST,60634,-87.77612,41.93571
N AUSTIN AVE & W NEWPORT AVE,N AUSTIN AVE,W NEWPORT AVE,60634,-87.7764,41.94303
N AUSTIN AVE & W NORTH AVE,N AUSTIN AVE,W NORTH AVE,60639,-87.7756,41.90925
N AUSTIN AVE & W PATTERSON AVE,N AUSTIN AVE,W PATTERSON AVE,60634,-87.77654,41.94668
N AUSTIN AVE & W PETERSON AVE,N AUSTIN AVE,W PETERSON AVE,60646,-87.77789,41.9902
N AUSTIN AVE & W ROSCOE ST,N AUSTIN AVE,W ROSCOE ST,60634,-87.77636,41.94211
N AUSTIN AVE & W SCHOOL ST,N AUSTIN AVE,W SCHOOL ST,60634,-87.77629,41.94028
N AUSTIN AVE & W SCHUBERT AVE,N AUSTIN AVE,W SCHUBERT AVE,60639,-87.7759,41.92931
N AUSTIN AVE & W SEMINOLE ST,N AUSTIN AVE,W SEMINOLE ST,60646,-87.778,41.98473
N AUSTIN AVE & W STRONG ST,N AUSTIN AVE,W STRONG ST,60630,-87.77829,41.97031
N AUSTIN AVE & W SUNNYSIDE AVE,N AUSTIN AVE,W SUNNYSIDE AVE,60630,-87.77708,41.96222
N AUSTIN AVE & W THORNDALE AVE,N AUSTIN AVE,W THORNDALE AVE,60646,-87.77793,41.98839
N AUSTIN AVE & W WABANSIA AVE,N AUSTIN AVE,W WABANSIA AVE,60639,-87.77528,41.91108
N AUSTIN AVE & W WARWICK AVE,N AUSTIN AVE,W WARWICK AVE,60634,-87.77661,41.9485
N AUSTIN AVE & W WAVELAND AVE,N AUSTIN AVE,W WAVELAND AVE,60634,-87.77657,41.94759
N AUSTIN AVE & W WELLINGTON AVE,N AUSTIN AVE,W WELLINGTON AVE,60634,-87.77609,41.93479
N AUSTIN AVE & W WILSON AVE,N AUSTIN AVE,W WILSON AVE,60630,-87.77714,41.964
N AUSTIN AVE & W WRIGHTWOOD AVE,N AUSTIN AVE,W WRIGHTWOOD AVE,60639,-87.77584,41.92748
N AUSTIN BLVD & W AUGUSTA BLVD,N AUSTIN BLVD,W AUGUSTA BLVD,60651,-87.77525,41.89836
N AUSTIN BLVD & W CHICAGO AVE,N AUSTIN BLVD,W CHICAGO AVE,60651,-87.77513,41.89471
N AUSTIN BLVD & W CORCORAN PL,N AUSTIN BLVD,W CORCORAN PL,60644,-87.77488,41.8871
N AUSTIN BLVD & W DIVISION ST,N AUSTIN BLVD,W DIVISION ST,60651,-87.77536,41.902
N AUSTIN BLVD & W ERIE ST,N AUSTIN BLVD,W ERIE ST,60644,-87.77504,41.89188
N AUSTIN BLVD & W FULTON ST,N AUSTIN BLVD,W FULTON ST,60644,-87.77483,41.88557
N AUSTIN BLVD & W HIRSCH ST,N AUSTIN BLVD,W HIRSCH ST,60651,-87.77548,41.90563
N AUSTIN BLVD & W HURON ST,N AUSTIN BLVD,W HURON ST,60644,-87.77507,41.89281
N AUSTIN BLVD & W IOWA ST,N AUSTIN BLVD,W IOWA ST,60651,-87.77519,41.89653
N AUSTIN BLVD & W LAKE ST,N AUSTIN BLVD,W LAKE ST,60644,-87.77491,41.88802
N AUSTIN BLVD & W LE MOYNE ST,N AUSTIN BLVD,W LE MOYNE ST,60651,-87.77554,41.90744
N AUSTIN BLVD & W MADISON ST,N AUSTIN BLVD,W MADISON ST,60644,-87.77466,41.88009
N AUSTIN BLVD & W MIDWAY PARK,N AUSTIN BLVD,W MIDWAY PARK,60644,-87.77494,41.88895
N AUSTIN BLVD & W OHIO ST,N AUSTIN BLVD,W OHIO ST,60644,-87.77501,41.891
N AUSTIN BLVD & W POTOMAC AVE,N AUSTIN BLVD,W POTOMAC AVE,60651,-87.77542,41.90381
N AUSTIN BLVD & W RACE AVE,N AUSTIN BLVD,W RACE AVE,60644,-87.77497,41.89002
N AUSTIN BLVD & W RICE ST,N AUSTIN BLVD,W RICE ST,60651,-87.77516,41.89562
N AUSTIN BLVD & W SUPERIOR ST,N AUSTIN BLVD,W SUPERIOR ST,60644,-87.7751,41.8938
N AUSTIN BLVD & W THOMAS ST,N AUSTIN BLVD,W THOMAS ST,60651,-87.7753,41.90017
N AUSTIN BLVD & W WALTON ST,N AUSTIN BLVD,W WALTON ST,60651,-87.77522,41.89745
N AUSTIN BLVD & W WASHINGTON BLVD,N AUSTIN BLVD,W WASHINGTON BLVD,60644,-87.77472,41.8821
N AUSTIN BLVD & W WEST END AVE,N AUSTIN BLVD,W WEST END AVE,60644,-87.77478,41.88405
N AVERS AVE & N ELSTON AVE,N AVERS AVE,N ELSTON AVE,60618,-87.72404,41.95703
N AVERS AVE & N PARKVIEW TER,N AVERS AVE,N PARKVIEW TER,60618,-87.72385,41.95041
N AVERS AVE & N ROGERS AVE,N AVERS AVE,N ROGERS AVE,60659,-87.72512,41.99253
N AVERS AVE & W ADDISON ST,N AVERS AVE,W ADDISON ST,60618,-87.72383,41.94642
N AVERS AVE & W AINSLIE ST,N AVERS AVE,W AINSLIE ST,60625,-87.72445,41.9701
N AVERS AVE & W ALTGELD ST,N AVERS AVE,W ALTGELD ST,60647,-87.72316,41.92637
N AVERS AVE & W ARGYLE ST,N AVERS AVE,W ARGYLE ST,60625,-87.7245,41.97193
N AVERS AVE & W ARMITAGE AVE,N AVERS AVE,W ARMITAGE AVE,60647,-87.72289,41.91721
N AVERS AVE & W AUGUSTA BLVD,N AVERS AVE,W AUGUSTA BLVD,60651,-87.72253,41.89905
N AVERS AVE & W BELDEN AVE,N AVERS AVE,W BELDEN AVE,60647,-87.72305,41.9227
N AVERS AVE & W BELLE PLAINE AVE,N AVERS AVE,W BELLE PLAINE AVE,60618,-87.724,41.95553
N AVERS AVE & W BELMONT AVE,N AVERS AVE,W BELMONT AVE,60618,-87.72352,41.93914
N AVERS AVE & W BERTEAU AVE,N AVERS AVE,W BERTEAU AVE,60618,-87.72405,41.95735
N AVERS AVE & W BYRON ST,N AVERS AVE,W BYRON ST,60618,-87.72389,41.95189
N AVERS AVE & W CARMEN AVE,N AVERS AVE,W CARMEN AVE,60625,-87.72455,41.97375
N AVERS AVE & W CHICAGO AVE,N AVERS AVE,W CHICAGO AVE,60651,-87.72241,41.8954
N AVERS AVE & W CORNELIA AVE,N AVERS AVE,W CORNELIA AVE,60618,-87.72368,41.9446
N AVERS AVE & W CULLOM AVE,N AVERS AVE,W CULLOM AVE,60618,-87.72411,41.95917
N AVERS AVE & W DEVON AVE,N AVERS AVE,W DEVON AVE,0,-87.72522,41.99725
N AVERS AVE & W DICKENS AVE,N AVERS AVE,W DICKENS AVE,60647,-87.72294,41.91904
N AVERS AVE & W DIVERSEY AVE,N AVERS AVE,W DIVERSEY AVE,60618,-87.7233,41.93184
N AVERS AVE & W DIVISION ST,N AVERS AVE,W DIVISION ST,60651,-87.72265,41.9027
N AVERS AVE & W FERDINAND ST,N AVERS AVE,W FERDINAND ST,60624,-87.72226,41.8899
N AVERS AVE & W FOSTER AVE,N AVERS AVE,W FOSTER AVE,60625,-87.7246,41.97557
N AVERS AVE & W FULLERTON AVE,N AVERS AVE,W FULLERTON AVE,60647,-87.7231,41.92453
N AVERS AVE & W FULTON ST,N AVERS AVE,W FULTON ST,60624,-87.72253,41.8868
N AVERS AVE & W GEORGE ST,N AVERS AVE,W GEORGE ST,60618,-87.72335,41.93366
N AVERS AVE & W GRAND AVE,N AVERS AVE,W GRAND AVE,60651,-87.72271,41.90469
N AVERS AVE & W GRANVILLE AVE,N AVERS AVE,W GRANVILLE AVE,60659,-87.72517,41.99371
N AVERS AVE & W HIRSCH ST,N AVERS AVE,W HIRSCH ST,60651,-87.72276,41.90631
N AVERS AVE & W HURON ST,N AVERS AVE,W HURON ST,60624,-87.72236,41.89357
N AVERS AVE & W IOWA ST,N AVERS AVE,W IOWA ST,60651,-87.72247,41.89723
N AVERS AVE & W IRVING PARK RD,N AVERS AVE,W IRVING PARK RD,60618,-87.72394,41.9537
N AVERS AVE & W LAKE ST,N AVERS AVE,W LAKE ST,60624,-87.72249,41.88529
N AVERS AVE & W LAWRENCE AVE,N AVERS AVE,W LAWRENCE AVE,60625,-87.72439,41.96828
N AVERS AVE & W LE MOYNE ST,N AVERS AVE,W LE MOYNE ST,60651,-87.72282,41.90811
N AVERS AVE & W LELAND AVE,N AVERS AVE,W LELAND AVE,60625,-87.72431,41.96646
N AVERS AVE & W MONTROSE AVE,N AVERS AVE,W MONTROSE AVE,60625,-87.72416,41.96099
N AVERS AVE & W NORTH AVE,N AVERS AVE,W NORTH AVE,60647,-87.72267,41.90993
N AVERS AVE & W OHIO ST,N AVERS AVE,W OHIO ST,60624,-87.72231,41.89173
N AVERS AVE & W PALMER ST,N AVERS AVE,W PALMER ST,60647,-87.723,41.92087
N AVERS AVE & W ROSCOE ST,N AVERS AVE,W ROSCOE ST,60618,-87.72363,41.94278
N AVERS AVE & W ROSEMONT AVE,N AVERS AVE,W ROSEMONT AVE,60659,-87.72519,41.99548
N AVERS AVE & W SCHOOL ST,N AVERS AVE,W SCHOOL ST,60618,-87.72357,41.94096
N AVERS AVE & W SCHUBERT AVE,N AVERS AVE,W SCHUBERT AVE,60647,-87.72326,41.93005
N AVERS AVE & W SUNNYSIDE AVE,N AVERS AVE,W SUNNYSIDE AVE,60625,-87.72421,41.96286
N AVERS AVE & W THOMAS ST,N AVERS AVE,W THOMAS ST,60651,-87.72259,41.90088
N AVERS AVE & W WABANSIA AVE,N AVERS AVE,W WABANSIA AVE,60647,-87.72274,41.91175
N AVERS AVE & W WAVELAND AVE,N AVERS AVE,W WAVELAND AVE,60618,-87.72388,41.94824
N AVERS AVE & W WELLINGTON AVE,N AVERS AVE,W WELLINGTON AVE,60618,-87.72341,41.93547
N AVERS AVE & W WILSON AVE,N AVERS AVE,W WILSON AVE,60625,-87.72426,41.96464
N AVERS AVE & W WRIGHTWOOD AVE,N AVERS AVE,W WRIGHTWOOD AVE,60647,-87.72321,41.92819
N AVONDALE AVE & N KEDZIE AVE,N AVONDALE AVE,N KEDZIE AVE,60618,-87.70764,41.9386
N AVONDALE AVE & N KIMBALL AVE,N AVONDALE AVE,N KIMBALL AVE,60618,-87.7126,41.94244
N AVONDALE AVE & N OGALLAH AVE,N AVONDALE AVE,N OGALLAH AVE,60631,-87.81407,41.9992
N AVONDALE AVE & N OLIPHANT AVE,N AVONDALE AVE,N OLIPHANT AVE,60631,-87.8177,42.00125
N AVONDALE AVE & N PULASKI RD,N AVONDALE AVE,N PULASKI RD,60641,-87.72753,41.95091
N AVONDALE AVE & N SAYRE AVE,N AVONDALE AVE,N SAYRE AVE,60631,-87.80322,41.99377
N AVONDALE AVE & W ADDISON ST,N AVONDALE AVE,W ADDISON ST,60618,-87.71977,41.94647
N AVONDALE AVE & W AINSLIE ST,N AVONDALE AVE,W AINSLIE ST,60630,-87.7597,41.96921
N AVONDALE AVE & W ALTGELD ST,N AVONDALE AVE,W ALTGELD ST,60647,-87.68643,41.92643
N AVONDALE AVE & W BALMORAL AVE,N AVONDALE AVE,W BALMORAL AVE,60630,-87.77944,41.97935
N AVONDALE AVE & W BERWYN AVE,N AVONDALE AVE,W BERWYN AVE,60630,-87.77614,41.97747
N AVONDALE AVE & W BRYN MAWR AVE,N AVONDALE AVE,W BRYN MAWR AVE,60646,-87.78405,41.98291
N AVONDALE AVE & W BYRON ST,N AVONDALE AVE,W BYRON ST,60641,-87.72914,41.95183
N AVONDALE AVE & W COLUMBIA AVE,N AVONDALE AVE,W COLUMBIA AVE,60631,-87.81921,42.00279
N AVONDALE AVE & W CORNELIA AVE,N AVONDALE AVE,W CORNELIA AVE,60618,-87.71818,41.94465
N AVONDALE AVE & W DEVON AVE,N AVONDALE AVE,W DEVON AVE,60631,-87.81035,41.99712
N AVONDALE AVE & W DICKENS AVE,N AVONDALE AVE,W DICKENS AVE,60614,-87.67427,41.91963
N AVONDALE AVE & W EDDY ST,N AVONDALE AVE,W EDDY ST,60618,-87.71855,41.94558
N AVONDALE AVE & W FOSTER AVE,N AVONDALE AVE,W FOSTER AVE,60630,-87.77334,41.97568
N AVONDALE AVE & W GEORGE ST,N AVONDALE AVE,W GEORGE ST,60618,-87.69971,41.9339
N AVONDALE AVE & W GREGORY ST,N AVONDALE AVE,W GREGORY ST,60630,-87.78347,41.98161
N AVONDALE AVE & W HIGHLAND AVE,N AVONDALE AVE,W HIGHLAND AVE,60631,-87.80896,41.9963
N AVONDALE AVE & W HOBART AVE,N AVONDALE AVE,W HOBART AVE,60631,-87.78951,41.986
N AVONDALE AVE & W HURLBUT ST,N AVONDALE AVE,W HURLBUT ST,60631,-87.7907,41.98668
N AVONDALE AVE & W IRVING PARK RD,N AVONDALE AVE,W IRVING PARK RD,60641,-87.73224,41.9536
N AVONDALE AVE & W ISHAM AVE,N AVONDALE AVE,W ISHAM AVE,60631,-87.81197,41.99801
N AVONDALE AVE & W LAWRENCE AVE,N AVONDALE AVE,W LAWRENCE AVE,60630,-87.75754,41.9679
N AVONDALE AVE & W LYNDALE ST,N AVONDALE AVE,W LYNDALE ST,60647,-87.67977,41.9227
N AVONDALE AVE & W MONTANA ST,N AVONDALE AVE,W MONTANA ST,60647,-87.68533,41.92569
N AVONDALE AVE & W NORTH SHORE AVE,N AVONDALE AVE,W NORTH SHORE AVE,60631,-87.81866,42.00181
N AVONDALE AVE & W PALATINE AVE,N AVONDALE AVE,W PALATINE AVE,60631,-87.80612,41.99539
N AVONDALE AVE & W RAVEN ST,N AVONDALE AVE,W RAVEN ST,60631,-87.79973,41.99179
N AVONDALE AVE & W SCHUBERT AVE,N AVONDALE AVE,W SCHUBERT AVE,60647,-87.69394,41.93029
N AVONDALE AVE & W SOMERSET AVE,N AVONDALE AVE,W SOMERSET AVE,60631,-87.7877,41.98498
N AVONDALE AVE & W THORNDALE AVE,N AVONDALE AVE,W THORNDALE AVE,60631,-87.79461,41.98889
N BAGGOT CT & W HIGHLAND AVE,N BAGGOT CT,W HIGHLAND AVE,60660,-87.67772,41.99667
N BEACON ST & W LAWRENCE AVE,N BEACON ST,W LAWRENCE AVE,60640,-87.66443,41.96895
N BEACON ST & W LELAND AVE,N BEACON ST,W LELAND AVE,60640,-87.66412,41.96713
N BEACON ST & W MONTROSE AVE,N BEACON ST,W MONTROSE AVE,60640,-87.66374,41.96166
N BEACON ST & W SUNNYSIDE AVE,N BEACON ST,W SUNNYSIDE AVE,60640,-87.66376,41.96349
N BEACON ST & W WILSON AVE,N BEACON ST,W WILSON AVE,60640,-87.66384,41.96531
N BEAUBIEN CT & E LAKE ST,N BEAUBIEN CT,E LAKE ST,60601,-87.62391,41.88577
N BEAUBIEN CT & E RANDOLPH ST,N BEAUBIEN CT,E RANDOLPH ST,60601,-87.6239,41.88444
N BELL AVE & N OAKLEY AVE,N BELL AVE,N OAKLEY AVE,60618,-87.68547,41.93258
N BELL AVE & W ADDISON ST,N BELL AVE,W ADDISON ST,60618,-87.68462,41.94678
N BELL AVE & W AINSLIE ST,N BELL AVE,W AINSLIE ST,60625,-87.68532,41.97049
N BELL AVE & W ARGYLE ST,N BELL AVE,W ARGYLE ST,60625,-87.68538,41.97231
N BELL AVE & W ARTHUR AVE,N BELL AVE,W ARTHUR AVE,60645,-87.68628,41.99961
N BELL AVE & W BELLE PLAINE AVE,N BELL AVE,W BELLE PLAINE AVE,60618,-87.68488,41.9559
N BELL AVE & W BERTEAU AVE,N BELL AVE,W BERTEAU AVE,60618,-87.68493,41.95772
N BELL AVE & W BERWYN AVE,N BELL AVE,W BERWYN AVE,60625,-87.68558,41.97776
N BELL AVE & W BYRON ST,N BELL AVE,W BYRON ST,60618,-87.68477,41.95225
N BELL AVE & W CHASE AVE,N BELL AVE,W CHASE AVE,60645,-87.68619,42.01406
N BELL AVE & W CORNELIA AVE,N BELL AVE,W CORNELIA AVE,60618,-87.68456,41.94496
N BELL AVE & W CULLOM AVE,N BELL AVE,W CULLOM AVE,60618,-87.68499,41.95954
N BELL AVE & W DEVON AVE,N BELL AVE,W DEVON AVE,60645,-87.68623,41.99779
N BELL AVE & W ESTES AVE,N BELL AVE,W ESTES AVE,60645,-87.68606,42.01111
N BELL AVE & W FARWELL AVE,N BELL AVE,W FARWELL AVE,60645,-87.68593,42.00633
N BELL AVE & W FULTON ST,N BELL AVE,W FULTON ST,60612,-87.68291,41.88668
N BELL AVE & W GRACE ST,N BELL AVE,W GRACE ST,60618,-87.68472,41.95043
N BELL AVE & W GRANVILLE AVE,N BELL AVE,W GRANVILLE AVE,60659,-87.68608,41.99416
N BELL AVE & W GREENLEAF AVE,N BELL AVE,W GREENLEAF AVE,60645,-87.68604,42.01
N BELL AVE & W HIGHLAND AVE,N BELL AVE,W HIGHLAND AVE,60659,-87.68619,41.99688
N BELL AVE & W HIRSCH ST,N BELL AVE,W HIRSCH ST,60622,-87.68347,41.90673
N BELL AVE & W HOWARD ST,N BELL AVE,W HOWARD ST,0,-87.68651,42.01951
N BELL AVE & W IRVING PARK RD,N BELL AVE,W IRVING PARK RD,60618,-87.68483,41.95407
N BELL AVE & W JARVIS AVE,N BELL AVE,W JARVIS AVE,60645,-87.68618,42.01559
N BELL AVE & W LAKE ST,N BELL AVE,W LAKE ST,60612,-87.68277,41.88476
N BELL AVE & W LAWRENCE AVE,N BELL AVE,W LAWRENCE AVE,60625,-87.68526,41.96867
N BELL AVE & W LE MOYNE ST,N BELL AVE,W LE MOYNE ST,60622,-87.68351,41.90855
N BELL AVE & W LUNT AVE,N BELL AVE,W LUNT AVE,60645,-87.68603,42.00878
N BELL AVE & W MAYPOLE AVE,N BELL AVE,W MAYPOLE AVE,60612,-87.68275,41.88392
N BELL AVE & W MONTROSE AVE,N BELL AVE,W MONTROSE AVE,60618,-87.68504,41.96136
N BELL AVE & W MORSE AVE,N BELL AVE,W MORSE AVE,60645,-87.68598,42.00724
N BELL AVE & W NORTH AVE,N BELL AVE,W NORTH AVE,60647,-87.68356,41.91038
N BELL AVE & W PALMER ST,N BELL AVE,W PALMER ST,60647,-87.68369,41.92191
N BELL AVE & W POTOMAC AVE,N BELL AVE,W POTOMAC AVE,60622,-87.68341,41.9049
N BELL AVE & W PRATT BLVD,N BELL AVE,W PRATT BLVD,60645,-87.68591,42.0051
N BELL AVE & W ROSCOE ST,N BELL AVE,W ROSCOE ST,60618,-87.68451,41.94314
N BELL AVE & W ROSEMONT AVE,N BELL AVE,W ROSEMONT AVE,60659,-87.68616,41.99598
N BELL AVE & W SCHOOL ST,N BELL AVE,W SCHOOL ST,60618,-87.68446,41.94132
N BELL AVE & W SHAKESPEARE AVE,N BELL AVE,W SHAKESPEARE AVE,60647,-87.68365,41.92068
N BELL AVE & W THOME AVE,N BELL AVE,W THOME AVE,60659,-87.68612,41.99506
N BELL AVE & W TOUHY AVE,N BELL AVE,W TOUHY AVE,60645,-87.68621,42.01224
N BELL AVE & W WAVELAND AVE,N BELL AVE,W WAVELAND AVE,60618,-87.68467,41.94861
N BELL AVE & W WOLFRAM ST,N BELL AVE,W WOLFRAM ST,60618,-87.68451,41.93294
N BERNARD ST & W ADDISON ST,N BERNARD ST,W ADDISON ST,60618,-87.71394,41.94655
N BERNARD ST & W AINSLIE ST,N BERNARD ST,W AINSLIE ST,60625,-87.71464,41.97021
N BERNARD ST & W ALTGELD ST,N BERNARD ST,W ALTGELD ST,60647,-87.71337,41.92646
N BERNARD ST & W ARDMORE AVE,N BERNARD ST,W ARDMORE AVE,60659,-87.71509,41.98663
N BERNARD ST & W BALMORAL AVE,N BERNARD ST,W BALMORAL AVE,60625,-87.71485,41.97934
N BERNARD ST & W BARRY AVE,N BERNARD ST,W BARRY AVE,60618,-87.71365,41.93745
N BERNARD ST & W BELLE PLAINE AVE,N BERNARD ST,W BELLE PLAINE AVE,60618,-87.71419,41.95566
N BERNARD ST & W BELMONT AVE,N BERNARD ST,W BELMONT AVE,60618,-87.71371,41.93926
N BERNARD ST & W BERTEAU AVE,N BERNARD ST,W BERTEAU AVE,60618,-87.71425,41.95748
N BERNARD ST & W BERWYN AVE,N BERNARD ST,W BERWYN AVE,60625,-87.7148,41.97751
N BERNARD ST & W BRYN MAWR AVE,N BERNARD ST,W BRYN MAWR AVE,60659,-87.71496,41.98299
N BERNARD ST & W BYRON ST,N BERNARD ST,W BYRON ST,60618,-87.71406,41.95202
N BERNARD ST & W CARMEN AVE,N BERNARD ST,W CARMEN AVE,60625,-87.7147,41.97256
N BERNARD ST & W CATALPA AVE,N BERNARD ST,W CATALPA AVE,60625,-87.7149,41.98118
N BERNARD ST & W CULLOM AVE,N BERNARD ST,W CULLOM AVE,60618,-87.71431,41.9593
N BERNARD ST & W FOSTER AVE,N BERNARD ST,W FOSTER AVE,60625,-87.71478,41.97568
N BERNARD ST & W FULLERTON AVE,N BERNARD ST,W FULLERTON AVE,60647,-87.71333,41.92465
N BERNARD ST & W GLENLAKE AVE,N BERNARD ST,W GLENLAKE AVE,60659,-87.71526,41.99203
N BERNARD ST & W GRACE ST,N BERNARD ST,W GRACE ST,60618,-87.71403,41.9502
N BERNARD ST & W GRANVILLE AVE,N BERNARD ST,W GRANVILLE AVE,60659,-87.71531,41.99379
N BERNARD ST & W HOLLYWOOD AVE,N BERNARD ST,W HOLLYWOOD AVE,60659,-87.71503,41.98481
N BERNARD ST & W IRVING PARK RD,N BERNARD ST,W IRVING PARK RD,60618,-87.71412,41.95384
N BERNARD ST & W LAWRENCE AVE,N BERNARD ST,W LAWRENCE AVE,60625,-87.71459,41.96839
N BERNARD ST & W LELAND AVE,N BERNARD ST,W LELAND AVE,60625,-87.71454,41.96657
N BERNARD ST & W MONTROSE AVE,N BERNARD ST,W MONTROSE AVE,60625,-87.71436,41.96111
N BERNARD ST & W PETERSON AVE,N BERNARD ST,W PETERSON AVE,60659,-87.7152,41.99031
N BERNARD ST & W SUNNYSIDE AVE,N BERNARD ST,W SUNNYSIDE AVE,60625,-87.71442,41.96294
N BERNARD ST & W THORNDALE AVE,N BERNARD ST,W THORNDALE AVE,60659,-87.71514,41.98844
N BERNARD ST & W WAVELAND AVE,N BERNARD ST,W WAVELAND AVE,60618,-87.71399,41.94838
N BERNARD ST & W WILSON AVE,N BERNARD ST,W WILSON AVE,60625,-87.71447,41.96475
